No.,SAMPLE_ID,식품명,,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1포장당,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g)
727,P023738-ZZ-AVG,나가사끼홍짬뽕,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023738,식약처('19),115,480,-,9,14,79,4,1770,7.8,7,-,0
729,P023740-ZZ-AVG,삼양냄비우동,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023740,식약처('19),120,510,-,10,16,82,5,1790,3,8,-,0
742,P023753-ZZ-AVG,큰컵삼양라면 매운맛,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023753,식약처('19),110,485,-,9,17,74,4,1630,0,8,-,0
756,P023767-ZZ-AVG,큰컵 와사마요볶음면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023767,식약처('19),115,0.3,-,9,19,66,7,1000,2,8,-,0
762,P023773-ZZ-AVG,갓짜장,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023773,식약처('19),130,580,-,10,20,90,8,1180,0,10,-,0
765,P023776-ZZ-AVG,개운한 맛으로 소문난 라면,,삼양식품㈜ 원주공장,2019,가공식품,유탕면,P023776,식약처('19),110,465,-,9,16,72,3,1980,0,7,-,0
799,P002087-ZZ-AVG,짜장 불닭볶음면,,삼양식품㈜ 원주공장,2018,가공식품,유탕면,P002087,식약처 영양실태조사('18),140,560,-,13,19,84,8,1420,3,9,-,0
800,P000876-ZZ-AVG,개운한 맛으로 소문난 라면,,삼양식품㈜ 원주공장,2017,가공식품,유탕면,P000876,식약처 영양실태조사('17),110,470,-,-,-,-,-,-,-,-,-,-
801,P000884-ZZ-AVG,갓짬뽕,,삼양식품㈜ 원주공장,2017,가공식품,유탕면,P000884,식약처 영양실태조사('17),120,490,-,-,-,-,-,-,-,-,-,-
211,P031418-ZZ-AVG,손수 때릴타면,,삼양식품㈜ 익산공장,2020,가공식품,유탕면,P031418,식약처('20),120,495,-,-,-,-,4,1730,-,8,-,0
267,P031543-ZZ-AVG,불닭볶음면,,삼양식품㈜ 익산공장,2020,가공식품,유탕면,P031543,식약처('20),140,530,-,12,16,85,7,1280,0,8,-,0
269,P031545-ZZ-AVG,삼양라면,,삼양식품㈜ 익산공장,2020,가공식품,유탕면,P031545,식약처('20),120,500,-,10,16,79,4,1790,0,8,-,0
270,P031546-ZZ-AVG,짜짜로니,,삼양식품㈜ 익산공장,2020,가공식품,유탕면,P031546,식약처('20),140,570,-,12,20,85,7,1190,0,9,-,0
274,P031550-ZZ-AVG,열무비빔면,,삼양식품㈜ 익산공장,2020,가공식품,유탕면,P031550,식약처('20),130,530,-,8,19,82,7,1220,0,10,-,0
275,P031551-ZZ-AVG,맛있는라면,,삼양식품㈜ 익산공장,2020,가공식품,유탕면,P031551,식약처('20),115,480,-,9,15,77,4,1720,0,8,-,0
277,P031553-ZZ-AVG,까르보불닭볶음면,,삼양식품㈜ 익산공장,2020,가공식품,유탕면,P031553,식약처('20),130,550,-,8,20,84,5,1330,0,10,-,0
282,P031558-ZZ-AVG,간짬뽕,,삼양식품㈜ 익산공장,2020,가공식품,유탕면,P031558,식약처('20),140,560,-,14,17,88,7,1290,7,7,-,0
287,P031564-ZZ-AVG,손수때릴타면,,삼양식품㈜ 익산공장,2020,가공식품,유탕면,P031564,식약처('20),120,500,-,9,15,81,4,1730,0,8,-,0
295,P031573-ZZ-AVG,된장라면,,삼양식품㈜ 익산공장,2020,가공식품,유탕면,P031573,식약처('20),120,495,-,10,16,78,5,1710,0,8,-,0
586,P023595-ZZ-AVG,불닭볶음면,,삼양식품㈜ 익산공장,2019,가공식품,유탕면,P023595,식약처('19),140,530,-,12,16,85,7,1280,0,8,-,0
597,P023606-ZZ-AVG,삼양라면,,삼양식품㈜ 익산공장,2019,가공식품,유탕면,P023606,식약처('19),120,500,-,10,16,79,4,1790,0,8,-,0
609,P023618-ZZ-AVG,짜짜로니,,삼양식품㈜ 익산공장,2019,가공식품,유탕면,P023618,식약처('19),140,570,-,12,20,85,7,1190,0,9,-,0
636,P023645-ZZ-AVG,열무비빔면,,삼양식품㈜ 익산공장,2019,가공식품,유탕면,P023645,식약처('19),130,530,-,8,19,82,7,1220,0,10,-,0
644,P023653-ZZ-AVG,맛있는라면,,삼양식품㈜ 익산공장,2019,가공식품,유탕면,P023653,식약처('19),115,480,-,9,15,77,4,1720,0,8,-,0
653,P023662-ZZ-AVG,까르보불닭볶음면,,삼양식품㈜ 익산공장,2019,가공식품,유탕면,P023662,식약처('19),130,550,-,8,20,84,5,1330,0,10,-,0
666,P023677-ZZ-AVG,간짬뽕,,삼양식품㈜ 익산공장,2019,가공식품,유탕면,P023677,식약처('19),140,560,-,14,17,88,7,1290,7,7,-,0
691,P023702-ZZ-AVG,손수때릴타면,,삼양식품㈜ 익산공장,2019,가공식품,유탕면,P023702,식약처('19),120,500,-,9,15,81,4,1730,0,8,-,0
731,P023742-ZZ-AVG,된장라면,,삼양식품㈜ 익산공장,2019,가공식품,유탕면,P023742,식약처('19),120,495,-,10,16,78,5,1710,0,8,-,0
949,P000590-ZZ-AVG,불닭볶음면,,삼양식품㈜ 익산공장,2016,가공식품,유탕면,P000590,식약처 영양실태조사('16),140,530,-,-,-,-,7,1280,-,8,-,0
952,P000625-ZZ-AVG,손수 때릴타면,,삼양식품㈜ 익산공장,2016,가공식품,유탕면,P000625,식약처 영양실태조사('16),120,495,-,-,-,-,4,1730,-,8,-,0
104,P078785-ZZ-AVG,강릉교동반점짬뽕,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078785,식약처('21),110,470,-,9,16,72,6,1670,11,8,-,0
105,P078786-ZZ-AVG,공화춘 유산슬라면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078786,식약처('21),100,440,-,10,15,66,2,1120,5,7,-,0
106,P078787-ZZ-AVG,국민컵라면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078787,식약처('21),85,370,-,7,14,54,3,1490,0,7,-,0
107,P078788-ZZ-AVG,봉골라면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078788,식약처('21),95,425,-,8,17,60,3,1100,0,7,-,0
108,P078789-ZZ-AVG,부산매운어묵라면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078789,식약처('21),110,475,-,11,14,76,3,1810,29,7,-,0
109,P078790-ZZ-AVG,시원한 두껍라면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078790,식약처('21),105,450,-,9,15,70,5,1850,0,4,-,0
110,P078791-ZZ-AVG,요린이의 보글보글 된장라면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078791,식약처('21),110,465,-,10,14,75,3,1390,3.6,7,-,0
111,P078792-ZZ-AVG,치킨이타고있어요,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078792,식약처('21),115,455,-,11,13,73,6,1210,0,6,-,0
112,P078793-ZZ-AVG,컵 맛있는라면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078793,식약처('21),65,285,-,5,11,42,3,1180,0,5,-,0
113,P078794-ZZ-AVG,컵 불닭볶음면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078794,식약처('21),70,280,-,6,10,42,6,630,0,5,-,0
114,P078795-ZZ-AVG,컵 삼양라면 오리지널,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078795,식약처('21),65,295,-,5,12,42,2,1160,0,6,-,0
115,P078796-ZZ-AVG,컵까르보불닭볶음면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078796,식약처('21),80,355,-,5,16,48,5,910,0,8,-,0
116,P078797-ZZ-AVG,컵나가사끼짬뽕,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078797,식약처('21),65,300,-,6,12,42,2,1240,0,6,-,0
117,P078798-ZZ-AVG,컵삼양라면 매운맛,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078798,식약처('21),65,275,-,5,10,41,2,1220,0,5,-,0
118,P078799-ZZ-AVG,크리스피어니언 미고랭,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078799,식약처('21),90,415,-,8,18,55,3,1210,0,8,-,0
119,P078800-ZZ-AVG,큰컵 간짬뽕,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078800,식약처('21),105,415,-,9,16,59,8,1000,8,7,-,0
120,P078801-ZZ-AVG,큰컵 까르보불닭볶음면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078801,식약처('21),105,470,-,7,21,63,7,1190,0,11,-,0
121,P078802-ZZ-AVG,큰컵 마라탕면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078802,식약처('21),115,450,-,11,16,66,8,1720,0,7,-,0
122,P078803-ZZ-AVG,큰컵 맛있는라면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078803,식약처('21),112,485,-,10,18,71,3,1540,0,9,-,0
123,P078804-ZZ-AVG,큰컵 미원라면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078804,식약처('21),105,460,-,9,15,72,3,1630,0,7,-,0
124,P078805-ZZ-AVG,큰컵 미트스파게티 불닭볶음면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078805,식약처('21),110,430,-,11,14,65,7,1200,0,7,-,0
125,P078806-ZZ-AVG,큰컵 불닭볶음면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078806,식약처('21),105,425,-,9,15,63,8,950,0,8,-,0
126,P078807-ZZ-AVG,큰컵 불닭볶음탕면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078807,식약처('21),120,455,-,9,16,69,7,1500,0,8,-,0
127,P078808-ZZ-AVG,큰컵 삼계탕면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078808,식약처('21),100,430,-,9,14,67,3,1580,3,7,-,0
128,P078809-ZZ-AVG,큰컵 삼양라면 오리지널,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078809,식약처('21),110,470,-,9,15,75,4,1800,0,8,-,0
129,P078810-ZZ-AVG,큰컵 삼양라면골드,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078810,식약처('21),105,445,-,9,14,71,3,1690,3.4,7,-,0
130,P078811-ZZ-AVG,큰컵 쇠고기면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078811,식약처('21),80,345,-,7,13,50,3,1460,0,7,-,0
131,P078812-ZZ-AVG,큰컵 짜장불닭볶음면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078812,식약처('21),105,425,-,10,15,63,6,1000,2,7,-,0
132,P078813-ZZ-AVG,큰컵 쫄볶이 불닭볶음면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078813,식약처('21),120,485,-,9,19,69,12,1330,0,9,-,0
133,P078814-ZZ-AVG,큰컵 쯔유간장우동,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078814,식약처('21),130,490,-,11,16,75,8,1620,0,8,-,0
134,P078815-ZZ-AVG,큰컵 치즈불닭볶음면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078815,식약처('21),105,430,-,9,16,63,5,1000,0,8,-,0
135,P078816-ZZ-AVG,큰컵 커리불닭볶음면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078816,식약처('21),105,425,-,9,15,63,6,1000,0,7,-,0
136,P078817-ZZ-AVG,큰컵 크림까르보불닭볶음면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078817,식약처('21),120,480,-,10,17,72,10,1270,5,9,-,0
137,P078818-ZZ-AVG,큰컵 튀김칼국수,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078818,식약처('21),95,420,-,9,15,62,4,1270,0,8,-,0
138,P078819-ZZ-AVG,큰컵나가사끼짬뽕,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078819,식약처('21),105,445,-,9,15,69,4,1620,0,8,-,0
139,P078820-ZZ-AVG,큰컵삼양라면 매운맛,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078820,식약처('21),110,485,-,10,17,73,2,1720,0,8,-,0
140,P078821-ZZ-AVG,큰컵 4가지치즈불닭볶음면,,삼양식품(주)원주공장,2021,가공식품,유탕면,P078821,식약처('21),110,445,-,11,15,67,9,1550,4.9,7,-,0
141,P080409-ZZ-AVG,진경여행라면 얼큰한맛,,엔와이(주),2021,가공식품,유탕면,P080409,식약처('21),258,185,-,3,6,30,1,900,3,1.6,-,0
331,P037510-ZZ-AVG,진경여행라면 짬뽕맛,,엔와이(주),2020,가공식품,유탕면,P037510,식약처('20),44,185,-,3,6,30,1,910,3,1.6,-,0
332,P037511-ZZ-AVG,진경여행라면 얼큰한맛,,엔와이(주),2020,가공식품,유탕면,P037511,식약처('20),43,185,-,3,6,30,1,900,3,1.6,-,0
142,P080789-ZZ-AVG,Gamer'z cup 힐러 고기짬뽕,,오뚜기라면(주),2021,가공식품,유탕면,P080789,식약처('21),145,450,-,13,16,68,4,1690,15,7,-,0
143,P080790-ZZ-AVG,MAC&CHEESE 스파게티,,오뚜기라면(주),2021,가공식품,유탕면,P080790,식약처('21),130,425,-,10,17,58,8,1390,3,8,-,0
144,P080791-ZZ-AVG,THE매운맛라면,,오뚜기라면(주),2021,가공식품,유탕면,P080791,식약처('21),110,500,-,12,20,68,3,1720,0,10,-,0
145,P080792-ZZ-AVG,굴진짬뽕 용기,,오뚜기라면(주),2021,가공식품,유탕면,P080792,식약처('21),110,455,-,8,17,67,5,1340,5,7,-,0
146,P080793-ZZ-AVG,깻잎라면,,오뚜기라면(주),2021,가공식품,유탕면,P080793,식약처('21),95,425,-,9,16,61,3,1700,0,8,-,0
147,P080794-ZZ-AVG,꽃게랑면,,오뚜기라면(주),2021,가공식품,유탕면,P080794,식약처('21),100,435,-,9,14,68,5,1530,0,7,-,0
148,P080795-ZZ-AVG,대파라면,,오뚜기라면(주),2021,가공식품,유탕면,P080795,식약처('21),105,475,-,10,20,64,5,1750,0,10,-,0
149,P080796-ZZ-AVG,떡라면,,오뚜기라면(주),2021,가공식품,유탕면,P080796,식약처('21),140,495,-,10,12,87,6,1690,0,7,-,0
150,P080797-ZZ-AVG,라면볶이,,오뚜기라면(주),2021,가공식품,유탕면,P080797,식약처('21),120,465,-,8,13,79,13,900,0,7,-,0
151,P080798-ZZ-AVG,부산어묵탕라면,,오뚜기라면(주),2021,가공식품,유탕면,P080798,식약처('21),100,430,-,10,14,66,10,1810,5,7,-,0
152,P080799-ZZ-AVG,부자될라면,,오뚜기라면(주),2021,가공식품,유탕면,P080799,식약처('21),118,490,-,9,16,78,9,910,0,6,-,0
153,P080800-ZZ-AVG,송송썰린 김치가 푸짐한 김치찌개라면,,오뚜기라면(주),2021,가공식품,유탕면,P080800,식약처('21),105,455,-,10,16,68,5,1830,0,8,-,0
154,P080801-ZZ-AVG,송탄 영빈루 짜장,,오뚜기라면(주),2021,가공식품,유탕면,P080801,식약처('21),125,530,-,11,18,81,6,1290,0,8,-,0
155,P080802-ZZ-AVG,송탄 영빈루 짬뽕,,오뚜기라면(주),2021,가공식품,유탕면,P080802,식약처('21),120,470,-,10,16,72,5,1670,5,8,-,0
156,P080803-ZZ-AVG,쇠고기미역국라면Cup,,오뚜기라면(주),2021,가공식품,유탕면,P080803,식약처('21),60,235,-,5,9,34,1,1030,2,4,-,0
157,P080804-ZZ-AVG,순후추라면 매운맛,,오뚜기라면(주),2021,가공식품,유탕면,P080804,식약처('21),105,475,-,9,19,47,6,1790,0,9,-,0
158,P080805-ZZ-AVG,순후추라면 사골곰탕맛,,오뚜기라면(주),2021,가공식품,유탕면,P080805,식약처('21),105,470,-,10,17,69,3,1770,2.7,9,-,0
159,P080806-ZZ-AVG,스낵면 Cup,,오뚜기라면(주),2021,가공식품,유탕면,P080806,식약처('21),62,265,-,5,9,41,3,1200,0,3.4,-,0
160,P080807-ZZ-AVG,스낵면용기,,오뚜기라면(주),2021,가공식품,유탕면,P080807,식약처('21),90,425,-,8,20,53,3,1680,0,10,-,0
161,P080808-ZZ-AVG,스파게티용기,,오뚜기라면(주),2021,가공식품,유탕면,P080808,식약처('21),120,480,-,9,17,73,8,730,0,8,-,0
162,P080809-ZZ-AVG,열라면Cup,,오뚜기라면(주),2021,가공식품,유탕면,P080809,식약처('21),62,272,-,6,8,44,3,1200,0,3.5,-,0
163,P080810-ZZ-AVG,오뚜기 리얼치즈라면,,오뚜기라면(주),2021,가공식품,유탕면,P080810,식약처('21),120,480,-,10,17,72,7,1370,5,9,-,0
164,P080811-ZZ-AVG,오뚜기 볶음진짬뽕,,오뚜기라면(주),2021,가공식품,유탕면,P080811,식약처('21),110,450,-,9,16,67,8,1000,10,7,-,0
165,P080812-ZZ-AVG,오뚜기 부대찌개라면,,오뚜기라면(주),2021,가공식품,유탕면,P080812,식약처('21),115,450,-,12,13,71,6,1840,5,7,-,0
166,P080813-ZZ-AVG,오뚜기 북엇국라면,,오뚜기라면(주),2021,가공식품,유탕면,P080813,식약처('21),95,425,-,11,15,61,4,1320,15,8,-,0
167,P080814-ZZ-AVG,오뚜기 새우탕면,,오뚜기라면(주),2021,가공식품,유탕면,P080814,식약처('21),110,470,-,11,15,73,2,1650,7,8,-,0
168,P080815-ZZ-AVG,오뚜기 유부우동,,오뚜기라면(주),2021,가공식품,유탕면,P080815,식약처('21),100,445,-,11,17,62,7,1580,5,7,-,0
169,P080816-ZZ-AVG,오뚜기 진라면 순한맛,,오뚜기라면(주),2021,가공식품,유탕면,P080816,식약처('21),110,495,-,11,18,72,3,1490,0,10,-,0
170,P080817-ZZ-AVG,오뚜기 진짜장,,오뚜기라면(주),2021,가공식품,유탕면,P080817,식약처('21),115,480,-,10,16,74,7,990,5,7,-,0
171,P080818-ZZ-AVG,오뚜기 진짬뽕,,오뚜기라면(주),2021,가공식품,유탕면,P080818,식약처('21),115,485,-,9,21,65,6,1790,5,9,-,0
172,P080819-ZZ-AVG,오뚜기 참깨라면,,오뚜기라면(주),2021,가공식품,유탕면,P080819,식약처('21),110,495,-,9,20,70,4,1590,15,8,-,0
173,P080820-ZZ-AVG,오뚜기 철판뽀끼,,오뚜기라면(주),2021,가공식품,유탕면,P080820,식약처('21),125,530,-,9,21,76,13,1260,0,9,-,0
174,P080821-ZZ-AVG,오뚜기 크림진짬뽕,,오뚜기라면(주),2021,가공식품,유탕면,P080821,식약처('21),105,460,-,8,19,67,5,970,25,9,-,0
175,P080822-ZZ-AVG,오뚜기김치면,,오뚜기라면(주),2021,가공식품,유탕면,P080822,식약처('21),105,450,-,9,14,72,4,1440,0,7,-,0
176,P080823-ZZ-AVG,오뚜기쇠고기미역국라면,,오뚜기라면(주),2021,가공식품,유탕면,P080823,식약처('21),100,425,-,10,17,58,2,1390,3,8,-,0
177,P080824-ZZ-AVG,오뚜기열라면,,오뚜기라면(주),2021,가공식품,유탕면,P080824,식약처('21),105,460,-,10,16,69,3,1520,0,8,-,0
178,P080825-ZZ-AVG,오뚜기오동통면,,오뚜기라면(주),2021,가공식품,유탕면,P080825,식약처('21),100,430,-,7,13,71,3,1500,0,7,-,0
179,P080826-ZZ-AVG,오뚜기육개장,,오뚜기라면(주),2021,가공식품,유탕면,P080826,식약처('21),110,490,-,10,18,72,3,1540,0,10,-,0
180,P080827-ZZ-AVG,오뚜기진라면매운맛,,오뚜기라면(주),2021,가공식품,유탕면,P080827,식약처('21),110,500,-,10,18,74,6,1490,0,10,-,0
181,P080828-ZZ-AVG,오뚜기진진짜라,,오뚜기라면(주),2021,가공식품,유탕면,P080828,식약처('21),120,515,-,11,19,75,7,1310,6,8,-,0
182,P080829-ZZ-AVG,오뚜기카레면 용기,,오뚜기라면(주),2021,가공식품,유탕면,P080829,식약처('21),110,450,-,8,15,71,9,1480,5,8,-,0
183,P080830-ZZ-AVG,오라면CUP,,오뚜기라면(주),2021,가공식품,유탕면,P080830,식약처('21),90,400,-,9,14,60,4,1470,0,7,-,0
184,P080831-ZZ-AVG,오모리부대찌개라면,,오뚜기라면(주),2021,가공식품,유탕면,P080831,식약처('21),135,435,-,11,18,57,5,1770,9,8,-,0
185,P080832-ZZ-AVG,오모리참치찌개라면,,오뚜기라면(주),2021,가공식품,유탕면,P080832,식약처('21),135,420,-,10,17,57,5,1890,5,8,-,0
186,P080833-ZZ-AVG,완면각 짬뽕,,오뚜기라면(주),2021,가공식품,유탕면,P080833,식약처('21),105,410,-,9,14,62,4,1890,10,7,-,0
187,P080834-ZZ-AVG,유부우동Cup,,오뚜기라면(주),2021,가공식품,유탕면,P080834,식약처('21),62,275,-,7,10,39,5,960,3.4,4.4,-,0
188,P080835-ZZ-AVG,육개장,,오뚜기라면(주),2021,가공식품,유탕면,P080835,식약처('21),86,400,-,8,18,52,3,1470,0,9,-,0
189,P080836-ZZ-AVG,인생라면,,오뚜기라면(주),2021,가공식품,유탕면,P080836,식약처('21),95,405,-,9,13,63,4,1780,0,7,-,0
190,P080837-ZZ-AVG,제주마늘라면,,오뚜기라면(주),2021,가공식품,유탕면,P080837,식약처('21),105,470,-,10,16,71,4,1450,0,8,-,0
191,P080838-ZZ-AVG,종가집김치찌개라면,,오뚜기라면(주),2021,가공식품,유탕면,P080838,식약처('21),140,455,-,10,18,63,6,1720,5,9,-,0
192,P080839-ZZ-AVG,진라면Cup매운맛,,오뚜기라면(주),2021,가공식품,유탕면,P080839,식약처('21),65,280,-,6,9,44,3,1140,0,3.5,-,0
193,P080840-ZZ-AVG,진라면Cup순한맛,,오뚜기라면(주),2021,가공식품,유탕면,P080840,식약처('21),65,280,-,7,9,43,3,1170,0,3.5,-,0
194,P080841-ZZ-AVG,진짜장 Cup,,오뚜기라면(주),2021,가공식품,유탕면,P080841,식약처('21),70,305,-,6,11,44,4,600,0,5,-,0
195,P080842-ZZ-AVG,진짬뽕cup,,오뚜기라면(주),2021,가공식품,유탕면,P080842,식약처('21),75,300,-,6,11,44,3,1140,10,3.7,-,0
196,P080843-ZZ-AVG,짜계치,,오뚜기라면(주),2021,가공식품,유탕면,P080843,식약처('21),105,470,-,11,17,68,9,1250,10,9,-,0
197,P080844-ZZ-AVG,짜라볶이,,오뚜기라면(주),2021,가공식품,유탕면,P080844,식약처('21),130,530,-,12,15,87,12,990,0,7,-,0
198,P080845-ZZ-AVG,짜장볶이,,오뚜기라면(주),2021,가공식품,유탕면,P080845,식약처('21),120,535,-,11,19,80,9,870,0,8,-,0
199,P080846-ZZ-AVG,참깨누룽지탕면,,오뚜기라면(주),2021,가공식품,유탕면,P080846,식약처('21),125,560,-,11,19,86,3,1550,19,8,-,0
200,P080847-ZZ-AVG,참깨라면 CUP,,오뚜기라면(주),2021,가공식품,유탕면,P080847,식약처('21),65,285,-,6,11,41,3,1310,30,3.9,-,0
201,P080848-ZZ-AVG,청양고추라면,,오뚜기라면(주),2021,가공식품,유탕면,P080848,식약처('21),97,430,-,8,15,66,6,1690,0,9,-,0
202,P080849-ZZ-AVG,치즈맛라면,,오뚜기라면(주),2021,가공식품,유탕면,P080849,식약처('21),91,380,-,7,12,61,4,1390,8,10,-,0.3
203,P080850-ZZ-AVG,치즈볶이,,오뚜기라면(주),2021,가공식품,유탕면,P080850,식약처('21),95,430,-,9,16,63,6,1180,2.5,8,-,0
204,P080851-ZZ-AVG,치즈볶이CUP,,오뚜기라면(주),2021,가공식품,유탕면,P080851,식약처('21),55,235,-,4,7,39,3,700,0,3,-,0
205,P080852-ZZ-AVG,튀김우동,,오뚜기라면(주),2021,가공식품,유탕면,P080852,식약처('21),110,490,-,10,16,76,5,1580,0,8,-,0
206,P080853-ZZ-AVG,하트시그널 짜라볶이,,오뚜기라면(주),2021,가공식품,유탕면,P080853,식약처('21),100,410,-,9,12,67,8,760,0,6,-,0
207,P080854-ZZ-AVG,하트시그널 치즈게티,,오뚜기라면(주),2021,가공식품,유탕면,P080854,식약처('21),100,420,-,8,14,66,7,670,0,7,-,0
208,P080855-ZZ-AVG,희망줄라면,,오뚜기라면(주),2021,가공식품,유탕면,P080855,식약처('21),95,430,-,9,16,62,4,1770,0,8,-,0
209,P080856-ZZ-AVG,오뚜기 케챂볶음면,,오뚜기라면(주),2021,가공식품,유탕면,P080856,식약처('21),125,510,-,8,15,86,17,1090,0,7,-,0
210,P080857-ZZ-AVG,오뚜기 열려라참깨라면,,오뚜기라면(주),2021,가공식품,유탕면,P080857,식약처('21),110,500,-,10,19,72,5,1710,15,9,-,0
301,P035101-ZZ-AVG,오뚜기카레면,,오뚜기라면㈜,2020,가공식품,유탕면,P035101,식약처('20),130,515,-,-,-,-,130,1560,-,8,-,0
302,P035102-ZZ-AVG,오뚜기뿌셔뿌셔(양념치킨맛),,오뚜기라면㈜,2020,가공식품,유탕면,P035102,식약처('20),90,415,-,-,-,-,5,920,-,6,-,0
303,P035122-ZZ-AVG,쇠고기미역국라면,,오뚜기라면㈜,2020,가공식품,유탕면,P035122,식약처('20),115,445,-,-,-,-,2,1800,-,8,-,0
310,P035525-ZZ-AVG,와사비진짜쫄면,,오뚜기라면㈜,2020,가공식품,유탕면,P035525,식약처('20),154,565,-,10,18,91,18,1310,-,9,-,0
311,P035527-ZZ-AVG,리얼치즈라면,,오뚜기라면㈜,2020,가공식품,유탕면,P035527,식약처('20),135,525,-,11,17,82,6,1570,-,8,-,0
312,P035528-ZZ-AVG,라면사리,,오뚜기라면㈜,2020,가공식품,유탕면,P035528,식약처('20),110,480,-,10,16,74,1,550,-,8,-,0
313,P036533-ZZ-AVG,부산어묵탕라면,,오뚜기라면㈜,2020,가공식품,유탕면,P036533,식약처('20),100,430,-,10,14,66,10,1810,5,7,-,0
314,P036590-ZZ-AVG,송송썰린 김치가 푸짐한 김치찌개라면,,오뚜기라면㈜,2020,가공식품,유탕면,P036590,식약처('20),105,455,-,10,16,68,5,1830,0,8,-,0
317,P037274-ZZ-AVG,진진짜라,,오뚜기라면㈜,2020,가공식품,유탕면,P037274,식약처('20),135,540,-,13,16,86,7,1190,9,8,-,0
322,P037347-ZZ-AVG,오뚜기김치라면,,오뚜기라면㈜,2020,가공식품,유탕면,P037347,식약처('20),120,525,-,10,17,83,5,1730,0,10,-,0
339,P038414-ZZ-AVG,짜라볶이,,오뚜기라면㈜,2020,가공식품,유탕면,P038414,식약처('20),130,530,-,12,15,87,12,990,0,7,-,0
341,P038475-ZZ-AVG,MAC&TOMATO 스파게티,,오뚜기라면㈜,2020,가공식품,유탕면,P038475,식약처('20),165,490,-,10,15,79,12,1150,4,7,-,0
344,P038591-ZZ-AVG,오뚜기 철판뽀끼,,오뚜기라면㈜,2020,가공식품,유탕면,P038591,식약처('20),125,530,-,9,21,76,11,1260,0,9,-,0
348,P038765-ZZ-AVG,짜계치,,오뚜기라면㈜,2020,가공식품,유탕면,P038765,식약처('20),105,470,-,11,17,68,9,1250,10,9,-,0
350,P038772-ZZ-AVG,짜장볶이,,오뚜기라면㈜,2020,가공식품,유탕면,P038772,식약처('20),120,535,-,11,19,80,9,870,0,8,-,0
351,P038861-ZZ-AVG,오뚜기카레면 용기,,오뚜기라면㈜,2020,가공식품,유탕면,P038861,식약처('20),110,450,-,8,15,71,9,1480,5,8,-,0
352,P038864-ZZ-AVG,부자될라면,,오뚜기라면㈜,2020,가공식품,유탕면,P038864,식약처('20),118,490,-,9,16,78,9,910,0,6,-,0
353,P038897-ZZ-AVG,하트시그널 짜라볶이,,오뚜기라면㈜,2020,가공식품,유탕면,P038897,식약처('20),100,410,-,9,12,67,8,760,0,6,-,0
356,P038907-ZZ-AVG,오뚜기 볶음진짬뽕,,오뚜기라면㈜,2020,가공식품,유탕면,P038907,식약처('20),110,450,-,9,16,67,8,1240,10,7,-,0
357,P038908-ZZ-AVG,스파게티용기,,오뚜기라면㈜,2020,가공식품,유탕면,P038908,식약처('20),120,480,-,9,17,73,8,730,0,8,-,0
